org_name,org_uuid,arr_ind,current_arr,current_vm_arr,vm_ccy,current_vm_arr_eu,vm_ccy_eu,current_vm_arr_total,vm_ccy_total,ccy_bins,arr_per_vm
"MGA Insurance Company, Inc.",face4f18b37249ffb7f7b39142484c4b,True,24000,24000,10,0.0,0,24000.0,10,10-24,2400.0
The Knights of Columbus,fb6045e6a671414e9784664a92703955,True,38069,17304,10,0.0,0,17304.0,10,10-24,1730.4
DisneyIAME,fb800ddcbe6c41759f1f4e5e4b9277f4,False,22680,27216,10,0.0,0,27216.0,10,10-24,2721.6
JUMBO Supermarkten B.V,fb84a4c481574ee190e2908ac9f9c61a,True,8891,0,0,6210.03,4,6210.03,4,1-9,1552.5075
C Hoare & co,fb868adc2f96411fa31e9f3f756d74d2,True,21204,0,0,7068.0,5,7068.0,5,1-9,1413.6
CSC Global,fbbdeb1342824d7faef406255987d978,True,82752,82752,50,0.0,0,82752.0,50,50-99,1655.04
Virgin Media,fbf157be21a24ceb87b793ac19886b31,True,27773,0,0,27772.8,20,27772.8,20,10-24,1388.6399999999999
LightspeedHQ,fc0b8b9a6ed445a5bf85fc7a5c4960f1,True,24480,20880,10,0.0,0,20880.0,10,10-24,2088.0
Nitro,fcd4367bfd7349ae93ed5b11057f4fdb,True,19104,0,0,19104.0,8,19104.0,8,1-9,2388.0
NavientAutomationUser,fcf5c33dc27549289ec80497bbe621eb,True,9000,9000,5,0.0,0,9000.0,5,1-9,1800.0
DoorDash,fd0216bc0172444994d7a7fd2aa2122b,True,208680,24000,10,0.0,0,24000.0,10,10-24,2400.0
mountainrudi,fd9f03eea02943aa96d8636755aeb279,True,54000,54000,50,0.0,0,54000.0,50,50-99,1080.0
Caterpillar,fda283ca4a074afd92c398ccf0bfd811,True,116687,18178,14,3635.28,2,21813.28,16,10-24,1363.33
Consumer Identity Services,fe871dee3f3943cfab94fbdbe71b88a2,True,211980,192780,85,0.0,0,192780.0,85,50-99,2268.0
Booz Allen,fe9822510bf64d1aaf2faad0656ecf8f,True,22990,22990,10,0.0,0,22990.0,10,10-24,2299.0
Tempus,fec2bcf0ce50434eb56a7648b2c6fca9,True,36000,36000,15,0.0,0,36000.0,15,10-24,2400.0
SVB,feeb59743b8a4dcab12e6735917936e3,True,11995,0,0,11995.2,6,11995.2,6,1-9,1999.2
Home Services,ff0282d3de90487588148c219408674c,True,15156,15156,12,0.0,0,15156.0,12,10-24,1263.0
"Hot Topic, Inc.",ff40e51fd2394a029abf9e856394c2a8,True,45000,45000,30,0.0,0,45000.0,30,25-49,1500.0
"Itron Networked Solutions, Inc.",ffb2c791abf64c6fb41f79434a484766,True,28800,28800,12,0.0,0,28800.0,12,10-24,2400.0
