org_name,org_uuid,arr_ind,current_arr,current_vm_arr,vm_ccy,current_vm_arr_eu,vm_de_ccy,current_vm_arr_total,vm_ccy_total,ccy_bins,arr_per_vm,ccy_pc_perc,ccy_android_perc,ccy_mac_perc,ccy_ios_perc
Cisco Systems,bee402a191bf4a8596d3b9a796d4e6f8,TRUE,73418,40124,45,0,0,40124,45,3:25-49,891.6444444,0.387520575,0,0.612479425,0
Docebo,bf09c2a133b8475087223656a31295c8,TRUE,107904,0,0,101640.01,70,101640.01,70,4:50-99,1452.000143,0.887804293,0.000557313,0.111638393,0
Dick's Sporting Goods,bf54225b97dd441b8525164252466e5a,TRUE,82622,55622,40,0,0,55622,40,3:25-49,1390.55,0.4635685,0.227587279,0.053249003,0.255595216
Games Platform,bfa87b63a81947b7a8b517e1ab0037cb,TRUE,134829,0,0,32256,18,32256,18,2:10-24,1792,0.953627017,0.021610139,0,0.024762844
Citizens Advice,bfbdfc924e034c8a9dc0fa03a60dff04,TRUE,16364,0,0,16363.94,15,16363.94,15,2:10-24,1090.929333,0.758425544,0.005005485,0.236568971,0
CATS,c02a6aa681a64ca6a8ef4a24745a2194,TRUE,111406,0,0,33184.05,25,33184.05,25,3:25-49,1327.362,0.368394833,0.062336017,0.370024948,0.199244203
"Comcast Cable Communications Management, LLC",c05ad423961448279804c91d8b6875ed,TRUE,127306,61106,30,0,0,61106,30,3:25-49,2036.866667,0.305627777,0,0.694372223,0
CoreLogic,c0647d10acdf4fc69cec2c98c57760fb,TRUE,108000,108000,60,0,0,108000,60,4:50-99,1800,0.899939343,0.000579167,0,0.099481489
THE NET-A-PORTER GROUP LIMITED,c0b71cac2ed5494a8d1a101ac09dc2af,TRUE,11781,0,0,11781,5,11781,5,1:1-9,2356.2,0.524025987,0,0.453308584,0.022665429
SAP SE,c1008103efe14dfe999ed2031b2b5e84,TRUE,900000,0,0,597600,664,597600,664,7:500+,900,0.936953734,0.009319684,0.053726589,0
Apparound,c1220ffb140e49f799908ed9d1f36d37,TRUE,22146,0,0,4613.76,2,4613.76,2,1:1-9,2306.88,0.747884581,0.024481959,0.22763346,0
Vesta,c1d98716ef1f45149be8715c156df252,TRUE,20517,16917,10,0,0,16917,10,2:10-24,1691.7,0.367537515,0.014647166,0.536790359,0.08102496
Paychex,c1df3fcb28094dc3a250f19cb3bce303,TRUE,350446,254530,200,0,0,254530,200,5:100-249,1272.65,0.036813038,0.394185664,0.01896671,0.55003459
Score Media and Gaming Inc,c224828ebf034744ae03fdd33efab972,TRUE,105528,20880,15,0,0,20880,15,2:10-24,1392,0.060038215,0.431712017,0.039096136,0.469153628
Demandware,c267acab382d4647b97f0a36e99e50fd,TRUE,6746,6746,5,0,0,6746,5,1:1-9,1349.2,0,0,0,0
Transzap Inc,c2b53b1801ee432ba0fcf99f6a2ae385,TRUE,29849,29849,15,0,0,29849,15,2:10-24,1989.933333,0.976588492,0.001004484,0,0
VoucherCodes,c2ee4577b56c434eb038bb2a44ca9ff8,TRUE,45728,0,0,19664.09,15,19664.09,15,2:10-24,1310.939333,0.059323449,0.001632041,0.939044509,0
Estee Lauder,c42c68bd4ba64afebac090344221e74b,TRUE,99317,96369,60,0,0,96369,60,4:50-99,1606.15,0.462304902,0,0,0.537695098
lbadmin,c42c8b577b6d47e6b4ab93da28623795,TRUE,371549,344572,263,0,0,344572,263,6:250-499,1310.159696,0.275744286,0.56234829,0,0.161907427
DigiB,c495abb8090640ee8e32b3fce62278aa,TRUE,11250,0,0,11250,5,11250,5,1:1-9,2250,0.999748847,0,0,0
Clarivate,c4f176d93e0a4289aeeaff577cd85fb0,TRUE,33449,33449,25,0,0,33449,25,3:25-49,1337.96,0.879814583,2.19E-05,0.120163505,0
"Chan Zuckerberg Initiative, LLC",c4f75769dff841029addc28d45b371f4,TRUE,10000,10000,5,0,0,10000,5,1:1-9,2000,0.278310774,0.187756822,0.251262307,0.282670096
ESC NIHB,c508f8c2c32d4a80825a418943c1218d,TRUE,112167,112167,55,0,0,112167,55,4:50-99,2039.4,0.955126481,0,0.044873519,0
Walmart,c5131d94c01c49b9b1c3e7265c05a9ba,TRUE,2089126,1662898,1320,0,0,1662898,1320,7:500+,1259.771212,0.13777118,0.108251799,0.509443932,0.244533087
Costco Travel,c5326f4aaabc4136ae014804a0db283a,TRUE,65400,24000,10,0,0,24000,10,2:10-24,2400,0.001990485,0.568106704,0.017912617,0.411990193
CNP Assurances,c55ade77e18d42a7a1e11c3dd66474ab,TRUE,10800,0,0,3600,2,3600,2,1:1-9,1800,0.053878034,0.004990273,0,0.941131692
AppKeeper,c5b5f547c814408c816d8ad095b49844,TRUE,37020,0,0,2098.8,1,2098.8,1,1:1-9,2098.8,0.98206246,0,0.002643427,0.015294113
Walt Disney Studio Technology,c5cdfd2438ff4b2ba9ef8e6c56d8f6d6,TRUE,22680,22680,10,0,0,22680,10,2:10-24,2268,0.973123518,0,0.026876482,0
Vizient,c6dc9f55a9aa4339946c031f64b921fc,TRUE,50100,19800,10,0,0,19800,10,2:10-24,1980,0.655066056,0.112203179,0,0.232730765
Fabric,c72a468d80a54c098f3eca9e58744bd0,TRUE,20880,20880,10,0,0,20880,10,2:10-24,2088,0.453512893,0,0.546487107,0
KP.ORG,c745ec6493324cb4ac1f1d3cd09230b3,TRUE,265200,265200,130,0,0,265200,130,5:100-249,2040,0.706979007,0.091981091,0.114879941,0.086159955
Xcel_QA,c7969a273f7c46098947f601116f32a0,TRUE,50920,20462,10,0,0,20462,10,2:10-24,2046.2,0.437646045,0.228441379,0,0.333912574
"IPC Systems, Inc.",c7a2b06d6a98449f9fc1ba63f841cb3a,TRUE,120309,120309,75,0,0,120309,75,4:50-99,1604.12,0.998399058,0,0,0
World Fuel Services,c82eebd9033c4bf0a5021d5b1a9a723e,TRUE,35880,17880,10,0,0,17880,10,2:10-24,1788,0.974724893,0.000454232,0.008273625,0.01654725
Build,c83dbd42016243bdb4c4721c4ae38a43,TRUE,100771,85231,65,0,0,85231,65,4:50-99,1311.246154,0.948735831,0.001207063,0.050057106,0
OpenEdge,c8c547fb3a46461b9b8061fb3aa7114e,TRUE,64200,45000,20,0,0,45000,20,2:10-24,2250,0.967521756,0,0.032478244,0
BeachBody,c98e7a6084744c92b6f0459147b0c16d,TRUE,72600,55800,50,0,0,55800,50,4:50-99,1116,0.979159415,1.07E-06,0.020839517,0
smoghe,ca17a53ff477451bba6ed5453c175ffd,TRUE,15249,1800,2,0,0,1800,2,1:1-9,900,0.919665071,0,0.080334929,0
European Parliament,ca2c427ff48341c5887b1494c5ac29e1,TRUE,45429,0,0,17213.94,10,17213.94,10,2:10-24,1721.394,0.327224874,0.008553338,0.664221788,0
Conversant Media,ca483970b94f4553b8e64bea8f7cb8f8,TRUE,90000,20496,50,0,0,20496,50,4:50-99,409.92,0.517637797,0.007718584,0.474643617,0
HEIST,ca57baca2c2243468da033c42403bd39,TRUE,36000,36000,15,0,0,36000,15,2:10-24,2400,0.99998706,0,0,0
DMED,cb3f66b35fc344d2bd984f18b89dac7e,TRUE,249480,249480,125,0,0,249480,125,5:100-249,1995.84,0.919335219,4.96E-06,0.080659821,0
Swiss Re Management Ltd,cb7bfcaac6454d018ad257d41367b9fb,TRUE,13264,0,0,6631.86,4,6631.86,4,1:1-9,1657.965,0.000576248,0,0.989120415,0.010303338
Santander Group,cc35c7d358ec4985921af82ecb527947,TRUE,66933,0,0,3623.95,4,3623.95,4,1:1-9,905.9875,0.00132062,0.26010153,0,0.73857785
Trimble,cc49d4de7dae41f9a0a90ade11f8be37,TRUE,20040,10800,5,0,0,10800,5,1:1-9,2160,0,0,0,0
Pluralsight,ccb2ae1d49ee4422b0a935d9bbd8e3e8,TRUE,14400,14400,10,0,0,14400,10,2:10-24,1440,0.920182744,0,0.079817256,0
Atmosphere,ccbd440a560c49dfb4feaed4a4c9b23c,TRUE,177954,0,0,177954.36,100,177954.36,100,5:100-249,1779.5436,0.201893351,0.001105784,0.797000865,0
Amerisourcebergen,ccf784c9ee9b408aa487aee30fca5d17,TRUE,64020,23280,10,0,0,23280,10,2:10-24,2328,0.975737596,0.002578618,0.021683786,0
TWDC Digital Media,cd3bd5d3cee14e1bac99d76e605e1996,FALSE,13608,15876,6,0,0,15876,6,1:1-9,2646,0,0,0,0
Grainger,cd4aadfe3c594f50a886f1dc7919d0d0,FALSE,121500,178500,75,0,0,178500,75,4:50-99,2380,0.930428373,0.003016604,0.058235645,0.008319378
Life & Retirement,ce3877bfb26a43afa8336b64fe6cbf6e,TRUE,189525,132525,75,54150,38,186675,113,5:100-249,1651.99115,0.76232841,0.075708844,0.07198344,0.089979299
CBRE Group Inc,ce5f00c80c6349d59d639fbc3296bee4,FALSE,22920,57300,10,0,0,57300,10,2:10-24,5730,0.981694174,0.012993203,0,0.005312623
dell_sauce,cf4bfa2e3317424ea3475ef617d359ef,FALSE,704448,705000,311,0,0,705000,311,6:250-499,2266.881029,0.475865759,0.193081457,0.148973751,0.182079029
OnDeck,cf5a0a619b08400a9926c95b85975d5a,TRUE,45850,38194,20,0,0,38194,20,2:10-24,1909.7,0.999807783,0,0,0
Charter,d027dbed067248829c0ed323b1278fb8,TRUE,990360,441000,600,0,0,441000,600,7:500+,735,0.679729075,0.020200825,0.300069,0
TripActions,d05ca9e4619140c99b0f53142e6e5ea9,TRUE,25776,9600,4,0,0,9600,4,1:1-9,2400,0,1,0,0
Constellation Brands,d08866b8f10f40deb8acfaf074e046f3,TRUE,7816,7816,4,0,0,7816,4,1:1-9,1954,1,0,0,0
"Comcast Cable Communications Management, LLC",d0cdb27f110441ecb25fad7bd91ebea7,TRUE,32417,22817,13,0,0,22817,13,2:10-24,1755.153846,0.975029557,1.61E-06,0.024968835,0
iCIMS,d0f26d152b65418d99d8c5a9afbecc2e,FALSE,12000,24000,5,0,0,24000,5,1:1-9,4800,0.382805334,0.189656172,0.285025662,0.142512831
Impact,d0fbb1d73a1740da8acc300e9bdb4f03,TRUE,33504,31116,17,0,0,31116,17,2:10-24,1830.352941,0.963055326,0.011294192,0.025650482,0
Priceline,d10c2800bfa347d28ab2076563a09cdd,TRUE,91860,90900,55,0,0,90900,55,4:50-99,1652.727273,0.454066473,0.406321981,0.034902886,0.104708659
Associated Bank,d28a012768124cb485ce55fd8840fd08,TRUE,81704,22898,15,0,0,22898,15,2:10-24,1526.533333,0.343386975,0.166611804,0.370488728,0.119512493
The Associated Press,d2a775e78c8440659f2fbed3bca20a72,TRUE,21984,16704,10,0,0,16704,10,2:10-24,1670.4,0.891974913,0.000798213,0.107226874,0
Santander Consumer Bank GmbH,d2f39ab8ba834bddb23db42ee2c78366,TRUE,37957,0,0,9716.96,5,9716.96,5,1:1-9,1943.392,0.013971539,0.952134541,0.03389392,0
Zaxby's,d2fc3979e7a04e5f9058bf35a48c420e,TRUE,78480,20880,15,0,0,20880,15,2:10-24,1392,0.368120468,0.570431806,0.061447738,0
Stormshield,d35f41e34e844c48a85c4628466d5c22,TRUE,4776,0,0,4776,2,4776,2,1:1-9,2388,0.003163445,0.375805507,0,0.621031049
Split,d361a142170b45d4b9c22e21d1336634,TRUE,51900,23526,35,0,0,23526,35,3:25-49,672.1714286,0.162803895,0.139835316,0.439873734,0.257487064
Mercer Consulting Group,d3a1c896727b42598c4bd8ce2354513b,TRUE,173999,74160,45,19800,10,93960,55,4:50-99,1708.363636,0.783600192,0.097405573,0.048679456,0.07031477
Tableau Enterprise Applications,d469824414d14a1b95a8132fe2a15ebd,TRUE,134904,134904,100,0,0,134904,100,5:100-249,1349.04,1,0,0,0
Qualcomm - Corporate,d4880b408b5b49059c7d8ca9af7bdc6a,TRUE,24494,24494,24,0,0,24494,24,2:10-24,1020.583333,0.990345921,0.000364067,0.004128894,0.005161118
Shape Security,d540605ddf9a4dc1a3f0f8d14369d648,TRUE,24000,9600,4,0,0,9600,4,1:1-9,2400,0.615378219,0.014562862,0.370058919,0
Swisscard AECS,d57a4154827b4ac4997df6b6984b08c1,TRUE,17738,0,0,8868.57,4,8868.57,4,1:1-9,2217.1425,0.005709678,0.466430785,0,0.527859537
CriteoRD,d60a74bb19db4161870c35bedd7b8604,TRUE,204337,1986,0,167600.12,125,169586.12,125,5:100-249,1356.68896,0.444659208,0.116898674,0.137796091,0.300646018
Wipro MIB,d67f7ddc06aa4bca963326950c6b16b9,TRUE,13440,0,0,13440,8,13440,8,1:1-9,1680,0.599920982,0.233063525,0.068771085,0.098244408
Affirm,d72cc02fbfb84ee39ecd84dee91e2424,TRUE,99716,85471,80,0,0,85471,80,4:50-99,1068.3875,0.00037829,0,0.99962171,0
TaxAct,d77825c5a9264412b7ea430a125ecf88,TRUE,254640,204000,106,0,0,204000,106,5:100-249,1924.528302,0.911992251,0.029962283,0.058045466,0
NHS BSA,d7df0a0654b94ca2a5133cbae77dea49,TRUE,33040,0,0,5303.99,6,5303.99,6,1:1-9,883.9983333,0.384488002,0.024614294,0.495932002,0.094965702
Bottomline,d92c1d5709be47ae935f2bae1408e1f8,TRUE,20976,13248,6,0,0,13248,6,1:1-9,2208,0.759242069,0.011650315,0.163648297,0.065459319
Spectrum Reach/Kernel,d9704a809c5947cf803b52d978cd2ed0,TRUE,6252,3800,3,0,0,3800,3,1:1-9,1266.666667,0.102214651,0.349659284,0.182708688,0.365417376
CapitalOne,d9be7b14825d4f2ab5dea3d7e6586c28,FALSE,96000,168096,40,0,0,168096,40,3:25-49,4202.4,0.22287605,0.031978179,0.736678205,0.008467566
EAX,da1cd680faec44eaa4980a901974b989,TRUE,93600,93442,40,0,0,93442,40,3:25-49,2336.05,0.924228109,0.040809717,0.034962174,0
Prologis,da92136b906e47e09239fb8f8f77a674,TRUE,40637,10740,5,0,0,10740,5,1:1-9,2148,0.013091154,0.027621864,0.581695297,0.377591684
GE Sauce Labs,daeb9ee480494d1e98d8aeb21447a4d3,FALSE,20401,40801,10,0,0,40801,10,2:10-24,4080.1,0.412956457,0.052325405,0.257456881,0.277261256
Crealogix,daf4ca5fae9849dc98d8f224b269adf1,TRUE,63589,0,0,25435.63,10,25435.63,10,2:10-24,2543.563,0.059283877,0.475917021,0.095693933,0.369105169
The New York Times Company,db105cdc2cdd4d31aaaf94f8e82d17bf,FALSE,42840,85680,100,0,0,85680,100,5:100-249,856.8,0.064433898,0.192144397,0.735341031,0.008080671
Peddle,db9887d13c4c4e82948e456fdd2df24b,TRUE,7200,7200,4,0,0,7200,4,1:1-9,1800,0.36630577,0.162794976,0.171236092,0.299663161
dcsecosystem,ddef3feeb6d84e808b73f88a60285c86,TRUE,11478,0,0,1761.21,1,1761.21,1,1:1-9,1761.21,0,1,0,0
Siemens,de1e4425a78e4e2f84400eefb6b3e9cf,TRUE,11429,0,0,11428.57,4,11428.57,4,1:1-9,2857.1425,1,0,0,0
iHerb,de28cf9f8a2b4fe0b979bde62e6c92a2,FALSE,58240,58320,18,0,0,58320,18,2:10-24,3240,0.774304177,0.001901002,0.22379482,0
RCM,deb762964304463393d15c6e7112d9f4,TRUE,102210,70762,70,0,0,70762,70,4:50-99,1010.885714,0.917308103,0,0,0
THG,df05ea303cb745838de7f7c33e729a8f,TRUE,12240,0,0,12240,6,12240,6,1:1-9,2040,0.697315471,0.000880559,0.274367246,0.027436725
Sophos,df2ef0d0114d4c04bd6fcdc61c15ea2f,TRUE,24660,0,0,24660,15,24660,15,2:10-24,1644,0.999928032,0,0,0
Wonderbox Technologies,df4ae219443f40a2883e20ae9e9d0dfe,TRUE,54000,54000,25,0,0,54000,25,3:25-49,2160,0.999461099,0.000538901,0,0
Mileway,df6d3d78aad840869dca2d610c26843c,TRUE,6300,0,0,6300,3,6300,3,1:1-9,2100,0,0,0,0
Redfin,dfd1f12c32d84763b8327319face598b,TRUE,147084,147084,100,0,0,147084,100,5:100-249,1470.84,0.000206455,0.058149057,0.820141973,0.121502514
WBA UK,e04050b38bbe4a499fffd11dcae9b1a3,TRUE,152089,0,0,49690.31,29,49690.31,29,3:25-49,1713.458966,0.755890945,0.002938614,0.241170442,0
ErsteDigital_George,e06ccc6b57254477b3d4bb3da1698679,TRUE,171636,0,0,63420.03,50,63420.03,50,4:50-99,1268.4006,0.956708121,0.004281316,0.039010563,0
Brightinsight.com,e0a007ff9bb142af92eb4c3146d7c2e0,TRUE,189997,56796,40,0,0,56796,40,3:25-49,1419.9,0.763619213,0.000634641,0.235746145,0
Hermes-Test-CCA,e0e101e0009e4928be58ee5331fe4d5a,TRUE,38573,0,0,8937.6,4,8937.6,4,1:1-9,2234.4,0.464086383,0,0.535913617,0
BBVA_MX,e10156eb515b41c194d3e3b066c13b11,TRUE,135840,481,0,105240.1,100,105721.1,100,5:100-249,1057.211,0.410873258,0.367677601,0.050004644,0.171444494
WienIT GmbH,e1bd7dae015d43b7ac65d580532c1563,TRUE,24693,0,0,10328.35,6,10328.35,6,1:1-9,1721.391667,0.469915075,0.000933255,0.529151669,0
Wynshop,e1c3c98ea9b249418713d4b0efe042aa,TRUE,14400,0,0,4799.9,4,4799.9,4,1:1-9,1199.975,0.523437839,0.393825073,0.041368544,0.041368544
ukparliament2,e1cfd173273e4c88b748e941c3282ad4,TRUE,28800,0,0,28800,17,28800,17,2:10-24,1694.117647,0.78392981,0.003674239,0.103607781,0.10878817
OneTrust,e249ad4a4722412aa6b44cc2d79957ee,TRUE,55968,31104,16,0,0,31104,16,2:10-24,1944,0.509688231,0.02122757,0.429993849,0.03909035
Coles,e306bc27282b45cbac75834d198a6b99,TRUE,77814,44400,26,0,0,44400,26,3:25-49,1707.692308,0.539792181,0.034503931,0.369690219,0.056013669
AAA-Clublabs,e3b2859d160f4bbabb221f78c784198e,TRUE,241839,144000,79,0,0,144000,79,4:50-99,1822.78481,0.410754792,0.000698778,0.588546429,0
GrandVision,e4785ed1a2c047f6aa4b9459ef760551,TRUE,29857,0,0,21455.98,12,21455.98,12,2:10-24,1787.998333,0.99836174,2.58E-05,0,0
Starbucks Corporation,e492ec3d682844909d09e3b69879fc18,TRUE,47760,47760,20,0,0,47760,20,2:10-24,2388,0.964702075,0,0.035297925,0
Maps,e4b8de0d231f4aec9f3adac5cab48541,TRUE,67452,67452,50,0,0,67452,50,4:50-99,1349.04,0.849016643,0,0.150983357,0
LifeLock Inc,e50dbdb54e964d0ca14f9776a3afcd4f,TRUE,150300,150300,75,0,0,150300,75,4:50-99,2004,0.28436207,5.13E-05,0.715586645,0
Netskope,e55a974a4c7247c79d48205b37821094,TRUE,33660,18240,22,0,0,18240,22,2:10-24,829.0909091,0.438647659,0.046530722,0.514821609,0
inditex,e57117fbfee54b2b8dc4116343d7768f,TRUE,26136,0,0,9936,6,9936,6,1:1-9,1656,0.241558095,0.575605057,0.081260822,0.101576027
Stryker,e59431942d524d548683d9ab21269607,TRUE,22249,15574,7,6674.52,3,22248.52,10,2:10-24,2224.852,0.991140523,3.17E-05,0.008827795,0
SmartThings,e613b6b37020470bb335d9fa48cebda9,TRUE,24000,24000,10,0,0,24000,10,2:10-24,2400,0.613827838,0,0.386172162,0
Intuit,e65728b698e34c32989352af0119b888,TRUE,900000,900000,600,0,0,900000,600,7:500+,1500,0.434271439,0.004261643,0.552410999,0.009055918
Ebay,e69561c39e754d0b83fdea263a6a0ced,TRUE,60352,33421,16,0,0,33421,16,2:10-24,2088.8125,0.796588317,0.007517645,0.187376906,0.008517132
Bose,e6ccfeceeff6489d8d573a0fa814d0fe,TRUE,97183,1903,1,55199.76,29,57102.76,30,3:25-49,1903.425333,0.993214471,0.004001003,0,0
Discover Financial Services,e763994b4c484a5b83cfcf497c5ab20c,TRUE,702900,254400,400,0,0,254400,400,6:250-499,636,0.048582907,0.303297797,0,0.648119293
Crowe,e84f973bed43440d9c44c35c936e399f,TRUE,96000,96000,50,0,0,96000,50,4:50-99,1920,0.966293792,8.78E-05,0.033618412,0
Microsoft Stream,e8b2c92d6508457b8928e00823885fda,TRUE,24000,16800,7,0,0,16800,7,1:1-9,2400,0.13434068,0.033273193,0.651868654,0.180517473
SICK AG,e90cfc7dc61b48d18938faef2ae77457,TRUE,24300,0,0,24299.64,14,24299.64,14,2:10-24,1735.688571,0.268028712,0.135168699,0.24957196,0.347230553
Prudential,e98b566df4e244e0a96b3a48c1651acb,TRUE,201420,27000,15,9000,5,36000,20,2:10-24,1800,0.470683398,0.031171851,0.433868009,0.064276742
adept-poc,e98bb89bfdff433d8c07536b0deb4b4b,TRUE,24000,24000,10,0,0,24000,10,2:10-24,2400,0.985758821,0,0.014241179,0
Nokia Deepfield Networks,e9dfdb87ad88411aa3fda398f655487b,TRUE,24000,24000,10,0,0,24000,10,2:10-24,2400,0.357489104,0,0.642510896,0
Rakuten,ea05fbc5f2e8423d9ad8e1e1336fb5dc,TRUE,13533,13533,8,0,0,13533,8,1:1-9,1691.625,0.939722471,0.017864172,0.021206678,0.021206678
Qualifacts Systems Inc.,ea0638d03ec54930b1dd295dc4a3a810,TRUE,121992,37200,56,0,0,37200,56,4:50-99,664.2857143,0.939770655,0.001691282,0.058538063,0
Stamps.com,eb9bbf06e1a644739f7ffc577716fcf3,TRUE,76200,59400,35,0,0,59400,35,3:25-49,1697.142857,0.943415902,2.12E-06,0.056581982,0
Kingland,eba446ccadba44618ace9bc89afa0fe0,TRUE,28704,14304,8,0,0,14304,8,1:1-9,1788,0.985840949,0.002580119,0,0
Twinspires,ebbd5a55514740c5873af908c002fcb4,TRUE,79200,7200,3,0,0,7200,3,1:1-9,2400,0.380084913,0.094144945,0.525770142,0
De Beers,ec6367b3251a420f9561b076b90ae00c,TRUE,29700,0,0,14700,7,14700,7,1:1-9,2100,0.611729355,0.101994364,0.249166393,0.037109888
ADP,ecb79435c84c415996152794fc3a3f5b,TRUE,28800,28800,16,0,0,28800,16,2:10-24,1800,0.226074957,0,0.773925043,0
TranzactDigital,ecefe628bed14d0c85cedf15ed3c8f45,TRUE,68405,44885,24,0,0,44885,24,2:10-24,1870.208333,0.774314631,0,0.21372191,0.007369721
National Student Clearinghouse,ed8fcbd8ad6e41e68656247ebddbc179,TRUE,28800,24000,10,0,0,24000,10,2:10-24,2400,0.999116249,0,0,0
Aunt Bertha,edebc9dae7df4e96a426195221f75b9f,TRUE,17850,16800,8,0,0,16800,8,1:1-9,2100,1,0,0,0
Terminix,ee46c46063cc40e0a5b8ec48eee3c459,TRUE,52579,10503,5,0,0,10503,5,1:1-9,2100.6,0,0,0.692307692,0.307692308
Papa John's,ee82df1ee7c949f699c373dced851ca1,TRUE,65784,65755,32,0,0,65755,32,3:25-49,2054.84375,0.974240348,0.002938597,0.015214036,0.007607018
isasaucelabsadmin,ef39448e6de04737a7dba581fa209184,TRUE,47520,23760,5,0,0,23760,5,1:1-9,4752,0.22633212,0.502716626,0.073895796,0.197055456
PwC Default Team,eff339df56cb4272855ed608275cc2cb,FALSE,445500,558000,225,0,0,558000,225,5:100-249,2480,0.979853825,0.00319652,0,0.016949654
Discount Tire Co.,f0e8e4cd5c5a4cf2a757a9fddedd8eaf,TRUE,20261,20261,10,0,0,20261,10,2:10-24,2026.1,0.884167286,0.035675875,0.072141155,0.008015684
EsteeLauderCompanies,f20b3c8afcae465d821cfb19cd020a09,TRUE,69082,51082,35,0,0,51082,35,3:25-49,1459.485714,0.670505008,0.059242138,0.03088604,0.239366814
Cox Automotive,f2b097711e144517a527098b0dd87348,TRUE,90720,85938,60,0,0,85938,60,4:50-99,1432.3,0.013762148,0.129505716,0.735781716,0.120950419
Toyota Motor North America,f2d2fb264fc94b9dbc3da3c5af08dffc,TRUE,69607,43200,30,0,0,43200,30,3:25-49,1440,0.573804242,0.046706117,0.233532108,0.145957567
SalesCloud - SalesforceIQ,f2d4345411e143e1adf7734e53567440,TRUE,98480,98480,73,0,0,98480,73,4:50-99,1349.041096,0.89629307,0.004933321,0.087798763,0.010974845
Best Buy,f2e71bd044e84d5c96851560a8fe963d,TRUE,522000,504000,240,0,0,504000,240,5:100-249,2100,0.607262838,0.110473781,0.116798642,0.165464742
Atlassian,f3a78361e97c4f3e999894b45a6544d0,TRUE,55500,31500,15,0,0,31500,15,2:10-24,2100,0.56264537,0,0.43735463,0
Salesforce - TZ Ecosystems Teams,f4582b7c577a4280b63edb847a4fb2da,TRUE,4047,4047,3,0,0,4047,3,1:1-9,1349,0.499357487,0,0.500642513,0
Zendesk,f4d8a0f6bd744dffbd99a5dbb9fbafdc,TRUE,1219410,345096,800,0,0,345096,800,7:500+,431.37,0.996903214,8.08E-05,0,0
Vodafone Ltd,f5e26c65de104517919fce52e78a40a1,TRUE,11448,0,0,4103.91,4,4103.91,4,1:1-9,1025.9775,0,0,0,0
Flagstar,f5faf548a746498e8645a2ed30865c5b,TRUE,27600,9600,5,0,0,9600,5,1:1-9,1920,0.038673326,0.292453922,0.62571967,0.043153081
Credit One Bank,f67666055e514b4d806aa42a3db4b767,TRUE,100800,6300,49,0,0,6300,49,3:25-49,128.5714286,0.794055702,0.085357208,0.108528381,0.012058709
CGI Group,f7b630bf6d9c4a8a83508219b2df2df3,TRUE,28416,28416,16,0,0,28416,16,2:10-24,1776,0.637214203,0,0.118116306,0.244669491
"Safelite Group, Inc.",f7c025cc58b442c3b875db14f8883ede,TRUE,83430,83430,50,0,0,83430,50,4:50-99,1668.6,0.980449124,0.002288914,0,0
RBS,f7ef7515ab7742159911d4f4f7869a94,TRUE,137376,0,0,119519.99,82,119519.99,82,4:50-99,1457.560854,0.938168777,0.033317528,0,0.028513694
ReedGlobal,f7fc6497bfec4c5c8cdfdc2590609cfc,TRUE,5664,0,0,5663.89,4,5663.89,4,1:1-9,1415.9725,1,0,0,0
McClatchy,f8ef4d52c29741b5909b058e5594db33,TRUE,39012,39012,25,0,0,39012,25,3:25-49,1560.48,0.03343301,0,0.96656699,0
Amazon Chime,f92089fecc21453a97489ba30b6f3206,TRUE,240600,175560,100,0,0,175560,100,5:100-249,1755.6,0.111575764,1.85E-07,0.888424051,0
Navy Federal Credit Union,f97ecb76e27e43f1b42d89179f6fc938,TRUE,22905,22905,15,0,0,22905,15,2:10-24,1527,0.381623265,0.126983683,0.415794121,0.075598931
Team Test Factory,f9ec116652c64a9193176f3b64d356e1,FALSE,40385,0,0,42120.01,27,42120.01,27,3:25-49,1560.00037,0.810254023,5.18E-05,0.189694137,0
Gothaer Systems GmbH,fa246db4288047678d99b482f07a6221,TRUE,15312,9060,5,0,1,9060,6,1:1-9,1510,0.498377017,0.215240631,0.168460207,0.117922145
"MGA Insurance Company, Inc.",face4f18b37249ffb7f7b39142484c4b,TRUE,24000,24000,10,0,0,24000,10,2:10-24,2400,1,0,0,0
The Knights of Columbus,fb6045e6a671414e9784664a92703955,TRUE,38069,17304,10,0,0,17304,10,2:10-24,1730.4,0.085237981,0,0.904000112,0.010761906
DisneyIAME,fb800ddcbe6c41759f1f4e5e4b9277f4,FALSE,22680,27216,10,0,0,27216,10,2:10-24,2721.6,0.302593178,0,0.697406822,0
JUMBO Supermarkten B.V,fb84a4c481574ee190e2908ac9f9c61a,TRUE,8891,0,0,6210.03,4,6210.03,4,1:1-9,1552.5075,0.07623038,0.905731096,0.018038524,0
C Hoare & co,fb868adc2f96411fa31e9f3f756d74d2,TRUE,21204,0,0,7068,5,7068,5,1:1-9,1413.6,0.106900987,0,0.893099013,0
CSC Global,fbbdeb1342824d7faef406255987d978,TRUE,82752,82752,50,0,0,82752,50,4:50-99,1655.04,0.999973165,0,0,0
Virgin Media,fbf157be21a24ceb87b793ac19886b31,TRUE,27773,0,0,27772.8,20,27772.8,20,2:10-24,1388.64,0.86297426,0,0.13702574,0
LightspeedHQ,fc0b8b9a6ed445a5bf85fc7a5c4960f1,TRUE,24480,20880,10,0,0,20880,10,2:10-24,2088,0.982685095,0,0,0.017314905
